1   h2o      18.01528  H2O.hdf5
2   ch4      16.04276  CH4.hdf5
3   h2s      65.13994  H2S.hdf5
4   co       28.01040  CO.hdf5
5   co2      44.00000  CO2.hdf5
6   nh3      17.03056  NH3.hdf5
7   K        39.09830  K(I).hdf5
8   Na       22.98977  Na(I).hdf5
9   Li        6.94100  Ti(I).hdf5
10  Ca       39.09830  Ca(I).hdf5
11  Sc       22.98977  Sc(I).hdf5
12  Ti        6.94100  Ti(I).hdf5
